position,champion,time_min,killed,placed
JUNGLE,케인,25.0,1.9754601226993864,8.416666666666666
JUNGLE,케인,30.0,1.7349397590361446,7.791666666666667
JUNGLE,케인,35.0,1.8571428571428572,7.431818181818182
JUNGLE,키아나,0.0,1.0662650602409638,1.823618700667881
JUNGLE,키아나,5.0,1.279971791255289,1.9166666666666667
JUNGLE,키아나,10.0,1.730299199325748,1.577373211963589
JUNGLE,키아나,15.0,1.9338358458961473,1.5849889624724063
JUNGLE,키아나,20.0,2.1650485436893203,1.6746119733924612
JUNGLE,키아나,25.0,2.2060055865921786,1.637299771167048
JUNGLE,키아나,30.0,2.077961019490255,1.7058823529411764
JUNGLE,키아나,35.0,2.010869565217391,1.9047619047619047
JUNGLE,킨드레드,0.0,1.0350877192982457,1.7573449401523396
JUNGLE,킨드레드,5.0,1.3604938271604938,1.9467312348668282
JUNGLE,킨드레드,10.0,1.8285280728376327,1.8415300546448088
JUNGLE,킨드레드,15.0,2.068085106382979,1.7396825396825397
JUNGLE,킨드레드,20.0,2.618307426597582,1.745019920318725
JUNGLE,킨드레드,25.0,2.5172413793103448,1.7202797202797202
JUNGLE,킨드레드,30.0,2.225,1.6744186046511629
JUNGLE,킨드레드,35.0,2.2972972972972974,2.3846153846153846
JUNGLE,타릭,0.0,0.0,1.5
JUNGLE,타릭,5.0,1.0,1.0
JUNGLE,타릭,10.0,2.0,1.0
JUNGLE,타릭,15.0,1.0,1.0
JUNGLE,타릭,20.0,2.0,0.0
JUNGLE,타릭,25.0,0.0,1.0
JUNGLE,탈론,0.0,1.0133333333333334,1.8100338218714769
JUNGLE,탈론,5.0,1.1859205776173285,1.9032707028531664
JUNGLE,탈론,10.0,1.6551410373066424,1.684981684981685
JUNGLE,탈론,15.0,1.9930501930501932,1.5771812080536913
JUNGLE,탈론,20.0,2.2506738544474394,1.6052318668252081
JUNGLE,탈론,25.0,2.1047745358090184,1.6758793969849246
JUNGLE,탈론,30.0,2.1294117647058823,1.8333333333333333
JUNGLE,탈론,35.0,1.858695652173913,2.0
JUNGLE,탈리야,0.0,1.064516129032258,1.839524517087667
JUNGLE,탈리야,5.0,1.2397003745318351,1.8227848101265822
JUNGLE,탈리야,10.0,1.5023255813953489,1.5886363636363636
JUNGLE,탈리야,15.0,1.6967592592592593,1.5495049504950495
JUNGLE,탈리야,20.0,1.9698492462311559,1.584126984126984
JUNGLE,탈리야,25.0,1.9522058823529411,1.73125
JUNGLE,탈리야,30.0,1.8125,1.511111111111111
JUNGLE,탈리야,35.0,1.7777777777777777,1.75
JUNGLE,트런들,0.0,1.0,1.7074468085106382
JUNGLE,트런들,5.0,1.3888888888888888,1.6845637583892616
JUNGLE,트런들,10.0,2.0974025974025974,1.4453125
JUNGLE,트런들,15.0,2.1095890410958904,1.52
JUNGLE,트런들,20.0,2.7796610169491527,1.6938775510204083
JUNGLE,트런들,25.0,2.3857142857142857,1.9076923076923078
JUNGLE,트런들,30.0,2.0285714285714285,1.5555555555555556
JUNGLE,트런들,35.0,2.25,1.5
JUNGLE,트린다미어,0.0,0.0,1.5
JUNGLE,트린다미어,5.0,0.0,1.0
JUNGLE,트린다미어,10.0,1.0,1.0
JUNGLE,트린다미어,15.0,1.0,0.0
JUNGLE,트린다미어,20.0,2.0,0.0
JUNGLE,트린다미어,25.0,1.0,0.0
JUNGLE,트린다미어,30.0,1.0,0.0
JUNGLE,트위스티드 페이트,0.0,0.0,2.0
JUNGLE,트위스티드 페이트,5.0,0.0,2.0
JUNGLE,트위스티드 페이트,10.0,0.0,2.0
JUNGLE,트위스티드 페이트,15.0,1.0,3.0
JUNGLE,트위스티드 페이트,20.0,3.0,3.0
JUNGLE,트위스티드 페이트,25.0,1.0,4.0
JUNGLE,트위스티드 페이트,30.0,1.0,1.0
JUNGLE,트위치,0.0,1.0,1.6363636363636365
JUNGLE,트위치,5.0,1.0,1.9090909090909092
JUNGLE,트위치,10.0,1.5714285714285714,1.7
JUNGLE,트위치,15.0,1.8888888888888888,2.3333333333333335
JUNGLE,트위치,20.0,2.0,2.875
JUNGLE,트위치,25.0,1.5,1.8333333333333333
JUNGLE,트위치,30.0,1.0,0.0
JUNGLE,티모,0.0,1.0,1.3333333333333333
JUNGLE,티모,5.0,1.0,5.285714285714286
JUNGLE,티모,10.0,1.6,10.714285714285714
JUNGLE,티모,15.0,1.6666666666666667,10.0
JUNGLE,티모,20.0,2.5,14.4
JUNGLE,티모,25.0,4.0,14.0
JUNGLE,티모,30.0,2.0,12.0
JUNGLE,티모,35.0,1.0,6.0
JUNGLE,판테온,0.0,1.05,1.7972602739726027
JUNGLE,판테온,5.0,1.3018867924528301,1.8753894080996885
JUNGLE,판테온,10.0,1.5384615384615385,1.697508896797153
JUNGLE,판테온,15.0,1.6419213973799127,1.668
JUNGLE,판테온,20.0,1.77,1.8181818181818181
JUNGLE,판테온,25.0,1.9393939393939394,1.792857142857143
JUNGLE,판테온,30.0,1.8545454545454545,1.5384615384615385
JUNGLE,판테온,35.0,1.75,1.6666666666666667
JUNGLE,피들스틱,0.0,1.1363636363636365,1.0
JUNGLE,피들스틱,5.0,1.3422053231939164,1.1910112359550562
JUNGLE,피들스틱,10.0,1.6400862068965518,1.2390438247011952
JUNGLE,피들스틱,15.0,1.79004329004329,1.3930041152263375
JUNGLE,피들스틱,20.0,1.8608923884514437,1.670995670995671
JUNGLE,피들스틱,25.0,1.8566308243727598,1.70446735395189
JUNGLE,피들스틱,30.0,1.6788321167883211,1.7467532467532467
JUNGLE,피들스틱,35.0,1.605263157894737,1.6
JUNGLE,피즈,0.0,1.0,1.8
JUNGLE,피즈,5.0,1.1428571428571428,2.5
JUNGLE,피즈,10.0,2.0,1.6
JUNGLE,피즈,15.0,1.6,1.75
JUNGLE,피즈,20.0,3.0,1.25
JUNGLE,피즈,25.0,1.3333333333333333,2.0
JUNGLE,피즈,30.0,0.0,1.0
JUNGLE,피즈,35.0,0.0,2.0
JUNGLE,하이머딩거,0.0,0.0,2.0
JUNGLE,하이머딩거,5.0,0.0,1.0
JUNGLE,하이머딩거,10.0,1.0,2.0
JUNGLE,하이머딩거,15.0,1.0,2.0
JUNGLE,하이머딩거,20.0,2.0,1.0
JUNGLE,하이머딩거,25.0,1.0,2.0
JUNGLE,헤카림,0.0,1.0638297872340425,1.7257009345794392
JUNGLE,헤카림,5.0,1.1907308377896613,1.9136729222520108
JUNGLE,헤카림,10.0,1.414,1.7612781954887218
JUNGLE,헤카림,15.0,1.500502512562814,1.6018306636155606
JUNGLE,헤카림,20.0,1.6810073452256034,1.640655105973025
JUNGLE,헤카림,25.0,1.6442622950819672,1.5265957446808511
JUNGLE,헤카림,30.0,1.4837209302325582,1.5174418604651163
JUNGLE,헤카림,35.0,1.6724137931034482,1.4074074074074074
MIDDLE,가렌,0.0,1.0,1.5066666666666666
MIDDLE,가렌,5.0,1.1944444444444444,2.2941176470588234
MIDDLE,가렌,10.0,1.7551020408163265,2.1481481481481484
MIDDLE,가렌,15.0,2.235294117647059,1.8727272727272728
MIDDLE,가렌,20.0,2.196078431372549,1.6875
MIDDLE,가렌,25.0,1.7575757575757576,1.7666666666666666
MIDDLE,가렌,30.0,2.1666666666666665,1.375
MIDDLE,가렌,35.0,2.6666666666666665,1.0
MIDDLE,갈리오,0.0,1.1666666666666667,1.5332098438740407
MIDDLE,갈리오,5.0,1.167238421955403,2.4139105058365757
MIDDLE,갈리오,10.0,1.3765822784810127,2.189267776896643
MIDDLE,갈리오,15.0,1.4851385390428211,1.8811236724905789
MIDDLE,갈리오,20.0,1.5690140845070422,1.9074163839069316
MIDDLE,갈리오,25.0,1.5940594059405941,1.8008097165991903
MIDDLE,갈리오,30.0,1.5396825396825398,1.7826923076923078
MIDDLE,갈리오,35.0,1.5943396226415094,1.7954545454545454
MIDDLE,갱플랭크,0.0,1.0,1.5675675675675675
MIDDLE,갱플랭크,5.0,1.0625,2.3373493975903616
MIDDLE,갱플랭크,10.0,1.3636363636363635,2.3855421686746987
MIDDLE,갱플랭크,15.0,1.4285714285714286,2.0294117647058822
MIDDLE,갱플랭크,20.0,1.6341463414634145,1.607843137254902
MIDDLE,갱플랭크,25.0,1.3043478260869565,1.9
MIDDLE,갱플랭크,30.0,1.3,1.6666666666666667
MIDDLE,갱플랭크,35.0,1.25,2.0
MIDDLE,그라가스,0.0,1.0,1.6057692307692308
MIDDLE,그라가스,5.0,1.119047619047619,2.426829268292683
MIDDLE,그라가스,10.0,1.2772277227722773,2.56198347107438
MIDDLE,그라가스,15.0,1.4793388429752066,2.115183246073298
MIDDLE,그라가스,20.0,1.8125,1.8571428571428572
MIDDLE,그라가스,25.0,1.8227848101265822,1.7045454545454546
MIDDLE,그라가스,30.0,1.6176470588235294,1.7647058823529411
MIDDLE,그라가스,35.0,1.8181818181818181,1.25
MIDDLE,그레이브즈,0.0,1.0,1.7272727272727273
MIDDLE,그레이브즈,5.0,1.0,2.6
MIDDLE,그레이브즈,10.0,1.4,1.8
MIDDLE,그레이브즈,15.0,1.2,2.4285714285714284
MIDDLE,그레이브즈,20.0,1.0,1.3333333333333333
MIDDLE,그레이브즈,25.0,1.3333333333333333,0.0
MIDDLE,그레이브즈,30.0,1.0,0.0
MIDDLE,그레이브즈,35.0,2.0,0.0
MIDDLE,그웬,0.0,0.0,1.3333333333333333
MIDDLE,그웬,5.0,1.3333333333333333,2.409090909090909
MIDDLE,그웬,10.0,1.25,2.090909090909091
MIDDLE,그웬,15.0,2.1666666666666665,2.235294117647059
MIDDLE,그웬,20.0,1.7857142857142858,1.5833333333333333
MIDDLE,그웬,25.0,2.3,1.6666666666666667
MIDDLE,그웬,30.0,1.75,2.0
MIDDLE,나르,0.0,0.0,1.2
MIDDLE,나르,5.0,1.0,2.857142857142857
MIDDLE,나르,10.0,1.3333333333333333,1.8461538461538463
MIDDLE,나르,15.0,1.375,1.8
MIDDLE,나르,20.0,1.8,2.2
MIDDLE,나르,25.0,1.5,2.2857142857142856
MIDDLE,나르,30.0,1.0,1.3333333333333333
MIDDLE,나르,35.0,1.0,1.0
MIDDLE,나서스,0.0,0.0,1.4482758620689655
MIDDLE,나서스,5.0,1.125,1.8372093023255813
MIDDLE,나서스,10.0,1.1111111111111112,2.142857142857143
MIDDLE,나서스,15.0,1.0833333333333333,2.0
MIDDLE,나서스,20.0,1.3333333333333333,1.9090909090909092
MIDDLE,나서스,25.0,1.3636363636363635,2.1904761904761907
MIDDLE,나서스,30.0,2.3333333333333335,1.0
MIDDLE,나서스,35.0,1.0,0.0
MIDDLE,나피리,0.0,1.1666666666666667,1.4777947932618682
MIDDLE,나피리,5.0,1.2123893805309736,2.109170305676856
MIDDLE,나피리,10.0,1.44,1.9176882661996497
MIDDLE,나피리,15.0,1.5829145728643217,1.7407407407407407
MIDDLE,나피리,20.0,1.7308781869688386,1.714828897338403
MIDDLE,나피리,25.0,1.6294642857142858,1.653061224489796
MIDDLE,나피리,30.0,1.5783132530120483,1.6666666666666667
MIDDLE,나피리,35.0,1.5263157894736843,1.3636363636363635
MIDDLE,노틸러스,0.0,0.0,1.7142857142857142
MIDDLE,노틸러스,5.0,2.0,1.8888888888888888
MIDDLE,노틸러스,10.0,1.0,1.75
MIDDLE,노틸러스,15.0,2.0,2.0
MIDDLE,노틸러스,20.0,2.0,2.6
MIDDLE,노틸러스,25.0,1.0,3.0
MIDDLE,노틸러스,30.0,1.0,3.0
MIDDLE,녹턴,0.0,1.0,1.3548387096774193
MIDDLE,녹턴,5.0,1.1666666666666667,2.088235294117647
MIDDLE,녹턴,10.0,1.28,1.9090909090909092
MIDDLE,녹턴,15.0,1.5161290322580645,1.6724137931034482
MIDDLE,녹턴,20.0,1.4333333333333333,1.5740740740740742
MIDDLE,녹턴,25.0,1.3125,1.6521739130434783
MIDDLE,녹턴,30.0,1.4,1.4615384615384615
MIDDLE,녹턴,35.0,1.5,1.2
MIDDLE,누누와 윌럼프,0.0,1.0625,1.4230769230769231
MIDDLE,누누와 윌럼프,5.0,1.2769230769230768,1.7891891891891891
MIDDLE,누누와 윌럼프,10.0,1.4294478527607362,1.7080745341614907
MIDDLE,누누와 윌럼프,15.0,1.525179856115108,1.4488188976377954
MIDDLE,누누와 윌럼프,20.0,1.4789915966386555,1.702127659574468
MIDDLE,누누와 윌럼프,25.0,1.3972602739726028,1.5
MIDDLE,누누와 윌럼프,30.0,1.7083333333333333,1.8518518518518519
MIDDLE,누누와 윌럼프,35.0,1.2857142857142858,2.5714285714285716
MIDDLE,니달리,0.0,0.0,5.0
MIDDLE,니달리,5.0,0.0,6.5
MIDDLE,니달리,10.0,1.0,11.0
MIDDLE,니달리,15.0,1.0,5.5
MIDDLE,니달리,20.0,0.0,13.0
MIDDLE,니달리,25.0,0.0,5.0
MIDDLE,니코,0.0,1.0,1.4987012987012986
MIDDLE,니코,5.0,1.2043795620437956,2.433874709976798
MIDDLE,니코,10.0,1.5252100840336134,2.1243093922651934
MIDDLE,니코,15.0,1.6302521008403361,1.7811320754716982
MIDDLE,니코,20.0,1.7198275862068966,1.6844919786096257
MIDDLE,니코,25.0,1.7580645161290323,1.702970297029703
MIDDLE,니코,30.0,1.8666666666666667,1.7222222222222223
MIDDLE,니코,35.0,1.6666666666666667,1.7777777777777777
MIDDLE,다리우스,0.0,1.0,1.6
MIDDLE,다리우스,5.0,1.0,2.2857142857142856
MIDDLE,다리우스,10.0,1.0,2.25
MIDDLE,다리우스,15.0,1.6,2.0
MIDDLE,다리우스,20.0,2.6666666666666665,1.8333333333333333
MIDDLE,다리우스,25.0,1.0,1.3333333333333333
MIDDLE,다리우스,35.0,0.0,2.0
MIDDLE,다이애나,0.0,1.0,1.5325506937033084
MIDDLE,다이애나,5.0,1.173913043478261,2.3737864077669903
MIDDLE,다이애나,10.0,1.3665987780040734,2.1040772532188843
MIDDLE,다이애나,15.0,1.5440900562851783,1.8382126348228043
MIDDLE,다이애나,20.0,1.6258351893095768,1.731934731934732
MIDDLE,다이애나,25.0,1.5927272727272728,1.7725321888412018
MIDDLE,다이애나,30.0,1.587719298245614,1.7256637168141593
MIDDLE,다이애나,35.0,1.7037037037037037,1.875
MIDDLE,드레이븐,0.0,0.0,1.4
MIDDLE,드레이븐,5.0,1.2,2.466666666666667
MIDDLE,드레이븐,10.0,1.625,2.125
MIDDLE,드레이븐,15.0,1.125,1.8
MIDDLE,드레이븐,20.0,1.4,2.0
MIDDLE,드레이븐,25.0,1.0,1.3333333333333333
MIDDLE,드레이븐,30.0,1.0,0.0
MIDDLE,라이즈,0.0,1.0408163265306123,1.6081215744892874
MIDDLE,라이즈,5.0,1.1979522184300342,2.5835250805338243
MIDDLE,라이즈,10.0,1.4023727137913988,2.335332213960182
MIDDLE,라이즈,15.0,1.4709614446071255,2.122083559413999
MIDDLE,라이즈,20.0,1.6184782608695651,2.219210174029451
MIDDLE,라이즈,25.0,1.5599300087489063,2.0375536480686693
MIDDLE,라이즈,30.0,1.543778801843318,1.8906832298136647
MIDDLE,라이즈,35.0,1.5245901639344261,1.6941747572815533
MIDDLE,람머스,0.0,0.0,1.5
MIDDLE,람머스,5.0,0.0,2.5
MIDDLE,람머스,10.0,0.0,2.5
MIDDLE,람머스,15.0,1.0,2.0
MIDDLE,람머스,20.0,0.0,2.0
MIDDLE,럭스,0.0,1.0,1.6558265582655827
MIDDLE,럭스,5.0,1.2797202797202798,2.704057279236277
MIDDLE,럭스,10.0,1.5333333333333334,2.617283950617284
MIDDLE,럭스,15.0,1.6140350877192982,2.3699731903485253
MIDDLE,럭스,20.0,1.8398268398268398,2.31629392971246
MIDDLE,럭스,25.0,1.9054054054054055,2.241706161137441
MIDDLE,럭스,30.0,1.7702702702702702,2.0925925925925926
MIDDLE,럭스,35.0,1.894736842105263,1.95
MIDDLE,럼블,0.0,1.0,1.5617977528089888
MIDDLE,럼블,5.0,1.2162162162162162,2.67
MIDDLE,럼블,10.0,1.375,2.265957446808511
MIDDLE,럼블,15.0,1.6923076923076923,2.097560975609756
MIDDLE,럼블,20.0,1.4615384615384615,2.0508474576271185
MIDDLE,럼블,25.0,1.7692307692307692,2.0952380952380953
MIDDLE,럼블,30.0,1.7692307692307692,1.8421052631578947
MIDDLE,럼블,35.0,1.5,2.0
MIDDLE,레넥톤,0.0,1.3571428571428572,1.5570776255707763
MIDDLE,레넥톤,5.0,1.1710526315789473,2.3004115226337447
MIDDLE,레넥톤,10.0,1.4765625,2.1466666666666665
MIDDLE,레넥톤,15.0,1.6971830985915493,1.8245614035087718
MIDDLE,레넥톤,20.0,1.7798165137614679,1.9
MIDDLE,레넥톤,25.0,1.6136363636363635,1.7464788732394365
MIDDLE,레넥톤,30.0,1.7142857142857142,1.6296296296296295
MIDDLE,레넥톤,35.0,1.4615384615384615,1.5
MIDDLE,렉사이,0.0,0.0,2.0
MIDDLE,렉사이,5.0,0.0,2.0
MIDDLE,렉사이,10.0,1.0,2.0
MIDDLE,렉사이,15.0,1.0,1.5
MIDDLE,렉사이,20.0,2.0,2.5
MIDDLE,렉사이,25.0,0.0,2.0
MIDDLE,렉사이,30.0,1.0,0.0
MIDDLE,루시안,0.0,1.0,1.5339805825242718
MIDDLE,루시안,5.0,1.275,2.4128440366972477
MIDDLE,루시안,10.0,1.4444444444444444,2.292452830188679
MIDDLE,루시안,15.0,1.4038461538461537,2.043010752688172
MIDDLE,루시안,20.0,1.8085106382978724,2.0714285714285716
MIDDLE,루시안,25.0,1.9024390243902438,1.74
MIDDLE,루시안,30.0,2.0833333333333335,1.631578947368421
MIDDLE,루시안,35.0,1.5,2.5
MIDDLE,룰루,0.0,0.0,1.5161290322580645
MIDDLE,룰루,5.0,1.0,2.682926829268293
MIDDLE,룰루,10.0,1.2,2.473684210526316
MIDDLE,룰루,15.0,1.7777777777777777,2.212121212121212
MIDDLE,룰루,20.0,1.8421052631578947,2.0
MIDDLE,룰루,25.0,1.4166666666666667,2.2142857142857144
MIDDLE,룰루,30.0,1.0,3.0
MIDDLE,르블랑,0.0,1.0175438596491229,1.4975191700496167
MIDDLE,르블랑,5.0,1.2052341597796143,2.3935321293574128
MIDDLE,르블랑,10.0,1.5298013245033113,2.179438362684436
MIDDLE,르블랑,15.0,1.7342838626053143,1.7801664355062414
MIDDLE,르블랑,20.0,1.9917417417417418,1.766990291262136
MIDDLE,르블랑,25.0,1.9443850267379679,1.6488188976377953
MIDDLE,르블랑,30.0,1.8617283950617285,1.7890625
MIDDLE,르블랑,35.0,1.8288288288288288,1.8169014084507042
MIDDLE,리 신,0.0,1.0,1.3508771929824561
MIDDLE,리 신,5.0,1.05,2.263157894736842
MIDDLE,리 신,10.0,1.3571428571428572,2.539473684210526
MIDDLE,리 신,15.0,1.2432432432432432,2.8133333333333335
MIDDLE,리 신,20.0,1.375,2.830508474576271
MIDDLE,리 신,25.0,1.4285714285714286,2.5675675675675675
MIDDLE,리 신,30.0,1.4,3.230769230769231
MIDDLE,리 신,35.0,2.0,3.0
MIDDLE,리븐,0.0,1.0,1.4025974025974026
MIDDLE,리븐,5.0,1.0869565217391304,2.173469387755102
MIDDLE,리븐,10.0,1.1785714285714286,2.2666666666666666
MIDDLE,리븐,15.0,1.446808510638298,2.225
MIDDLE,리븐,20.0,1.5952380952380953,2.0408163265306123
MIDDLE,리븐,25.0,1.6,1.7619047619047619
MIDDLE,리븐,30.0,1.3333333333333333,1.4285714285714286
MIDDLE,리븐,35.0,1.0,0.0
MIDDLE,리산드라,0.0,1.0,1.6208732694355699
MIDDLE,리산드라,5.0,1.264957264957265,2.4995054401582593
MIDDLE,리산드라,10.0,1.537313432835821,2.4541577825159915
MIDDLE,리산드라,15.0,1.6302083333333333,2.077608142493639
MIDDLE,리산드라,20.0,1.8051181102362204,2.122349102773246
MIDDLE,리산드라,25.0,1.6542372881355931,1.9005102040816326
MIDDLE,리산드라,30.0,1.708955223880597,1.8930817610062893
MIDDLE,리산드라,35.0,1.3333333333333333,1.434782608695652
MIDDLE,마스터 이,0.0,1.0,1.3103448275862069
MIDDLE,마스터 이,5.0,1.1111111111111112,2.032258064516129
MIDDLE,마스터 이,10.0,1.375,2.15625
MIDDLE,마스터 이,15.0,1.263157894736842,1.8571428571428572
MIDDLE,마스터 이,20.0,1.4705882352941178,1.8
MIDDLE,마스터 이,25.0,1.5,2.111111111111111
MIDDLE,마스터 이,30.0,3.0,2.0
MIDDLE,마스터 이,35.0,0.0,1.0
MIDDLE,마오카이,0.0,0.0,1.5
MIDDLE,마오카이,5.0,0.0,2.0
MIDDLE,마오카이,10.0,2.0,3.5
MIDDLE,마오카이,15.0,0.0,1.0
MIDDLE,마오카이,20.0,2.5,1.0
MIDDLE,말자하,0.0,1.0,1.5308823529411764
MIDDLE,말자하,5.0,1.1508620689655173,2.7125
MIDDLE,말자하,10.0,1.3577235772357723,2.607231920199501
MIDDLE,말자하,15.0,1.4388297872340425,2.313593539703903
MIDDLE,말자하,20.0,1.6506024096385543,2.2810344827586206
MIDDLE,말자하,25.0,1.5625,2.0664819944598336
MIDDLE,말자하,30.0,1.56,2.0063694267515926
MIDDLE,말자하,35.0,1.2903225806451613,1.75
MIDDLE,말파이트,0.0,1.0,1.4395604395604396
MIDDLE,말파이트,5.0,1.1578947368421053,2.3963963963963963
MIDDLE,말파이트,10.0,1.6,2.17
MIDDLE,말파이트,15.0,1.5172413793103448,2.025
MIDDLE,말파이트,20.0,1.8333333333333333,1.746031746031746
MIDDLE,말파이트,25.0,1.5757575757575757,1.6875
MIDDLE,말파이트,30.0,2.0,2.090909090909091
MIDDLE,말파이트,35.0,1.3333333333333333,1.5
MIDDLE,멜,0.0,1.0,1.5111976630963972
MIDDLE,멜,5.0,1.1516129032258065,2.525619834710744
MIDDLE,멜,10.0,1.3109756097560976,2.4753550543024225
MIDDLE,멜,15.0,1.4536679536679538,2.0814176245210727
MIDDLE,멜,20.0,1.5669902912621358,2.0898483080513417
MIDDLE,멜,25.0,1.5796178343949046,1.9326047358834244
MIDDLE,멜,30.0,1.475,1.8503649635036497
MIDDLE,멜,35.0,1.255813953488372,1.5833333333333333
MIDDLE,모데카이저,0.0,0.0,1.2765957446808511
MIDDLE,모데카이저,5.0,1.1538461538461537,2.3392857142857144
MIDDLE,모데카이저,10.0,1.1904761904761905,2.2542372881355934
MIDDLE,모데카이저,15.0,1.25,1.9482758620689655
MIDDLE,모데카이저,20.0,1.3888888888888888,1.8863636363636365
MIDDLE,모데카이저,25.0,1.5454545454545454,1.6451612903225807
MIDDLE,모데카이저,30.0,2.0,1.3333333333333333
MIDDLE,모데카이저,35.0,1.0,1.5
MIDDLE,모르가나,0.0,1.0,1.6954022988505748
MIDDLE,모르가나,5.0,1.1384615384615384,2.3966480446927374
MIDDLE,모르가나,10.0,1.5106382978723405,2.1296296296296298
MIDDLE,모르가나,15.0,1.7755102040816326,1.8319327731092436
MIDDLE,모르가나,20.0,1.8488372093023255,1.9230769230769231
MIDDLE,모르가나,25.0,1.8412698412698412,1.6666666666666667
MIDDLE,모르가나,30.0,1.967741935483871,1.6
MIDDLE,모르가나,35.0,1.4,1.3333333333333333
MIDDLE,문도 박사,0.0,0.0,1.9
MIDDLE,문도 박사,5.0,1.0,4.5
MIDDLE,문도 박사,10.0,1.0,3.9
MIDDLE,문도 박사,15.0,1.6,3.6363636363636362
MIDDLE,문도 박사,20.0,2.0,3.4
MIDDLE,문도 박사,25.0,2.0,3.1666666666666665
MIDDLE,문도 박사,30.0,2.0,2.3333333333333335
MIDDLE,문도 박사,35.0,0.0,1.0
MIDDLE,미스 포츈,0.0,0.0,1.0
MIDDLE,미스 포츈,5.0,1.0,2.0
MIDDLE,미스 포츈,10.0,1.0,1.3333333333333333
MIDDLE,미스 포츈,15.0,1.0,1.0
MIDDLE,미스 포츈,20.0,1.0,2.0
MIDDLE,미스 포츈,25.0,1.0,1.0
MIDDLE,밀리오,0.0,0.0,5.0
MIDDLE,밀리오,5.0,0.0,9.0
MIDDLE,밀리오,10.0,0.0,7.0
MIDDLE,밀리오,15.0,0.0,8.0
MIDDLE,밀리오,20.0,3.0,5.0
MIDDLE,밀리오,25.0,0.0,3.0
MIDDLE,바루스,0.0,1.3333333333333333,1.4055944055944056
MIDDLE,바루스,5.0,1.1176470588235294,2.224242424242424
MIDDLE,바루스,10.0,1.3114754098360655,2.09375
MIDDLE,바루스,15.0,1.5256410256410255,1.7872340425531914
MIDDLE,바루스,20.0,1.7160493827160495,1.923728813559322
MIDDLE,바루스,25.0,1.9245283018867925,1.8115942028985508
MIDDLE,바루스,30.0,1.7407407407407407,1.7804878048780488
MIDDLE,바루스,35.0,1.2857142857142858,1.9090909090909092
MIDDLE,바이,0.0,1.0,1.7777777777777777
MIDDLE,바이,5.0,1.0,2.2222222222222223
MIDDLE,바이,10.0,1.5714285714285714,1.7777777777777777
MIDDLE,바이,15.0,1.3333333333333333,1.3333333333333333
MIDDLE,바이,20.0,1.25,1.5
MIDDLE,바이,25.0,1.25,1.0
MIDDLE,바이,30.0,1.5,1.0
MIDDLE,베이가,0.0,1.0,1.3869969040247678
MIDDLE,베이가,5.0,1.0506329113924051,2.431168831168831
MIDDLE,베이가,10.0,1.26875,2.4195250659630605
MIDDLE,베이가,15.0,1.4277456647398843,2.257703081232493
MIDDLE,베이가,20.0,1.6141304347826086,2.3309608540925266
MIDDLE,베이가,25.0,1.5855855855855856,2.2252747252747254
MIDDLE,베이가,30.0,1.5263157894736843,2.303030303030303
MIDDLE,베이가,35.0,1.2777777777777777,1.7727272727272727
MIDDLE,베인,0.0,0.0,1.5909090909090908
MIDDLE,베인,5.0,1.0,2.090909090909091
MIDDLE,베인,10.0,1.3333333333333333,1.68
MIDDLE,베인,15.0,1.4,1.9130434782608696
MIDDLE,베인,20.0,1.9,2.0
MIDDLE,베인,25.0,2.0,1.75
MIDDLE,베인,30.0,0.0,1.0
MIDDLE,베인,35.0,1.0,1.0
MIDDLE,벡스,0.0,1.0,1.5166015625
MIDDLE,벡스,5.0,1.1457725947521866,2.49867139061116
MIDDLE,벡스,10.0,1.4149908592321756,2.3511737089201876
MIDDLE,벡스,15.0,1.631160572337043,2.044653349001175
MIDDLE,벡스,20.0,1.7036363636363636,2.087237479806139
MIDDLE,벡스,25.0,1.6852367688022285,1.9350282485875707
MIDDLE,벡스,30.0,1.4615384615384615,1.9473684210526316
MIDDLE,벡스,35.0,1.5714285714285714,1.9111111111111112
MIDDLE,벨베스,0.0,0.0,1.375
MIDDLE,벨베스,5.0,1.0,2.142857142857143
MIDDLE,벨베스,10.0,1.75,1.75
MIDDLE,벨베스,15.0,1.6,1.6666666666666667
MIDDLE,벨베스,20.0,1.3333333333333333,2.0
MIDDLE,벨베스,25.0,1.25,2.0
MIDDLE,벨베스,30.0,1.0,1.5
MIDDLE,벨베스,35.0,1.0,1.0
MIDDLE,벨코즈,0.0,1.0,1.5172413793103448
MIDDLE,벨코즈,5.0,1.1428571428571428,2.6171875
MIDDLE,벨코즈,10.0,1.2045454545454546,2.5891472868217056
MIDDLE,벨코즈,15.0,1.4038461538461537,2.3333333333333335
MIDDLE,벨코즈,20.0,1.7115384615384615,2.25531914893617
MIDDLE,벨코즈,25.0,1.3611111111111112,2.0694444444444446
MIDDLE,벨코즈,30.0,1.368421052631579,1.7692307692307692
MIDDLE,벨코즈,35.0,2.2857142857142856,1.3846153846153846
MIDDLE,볼리베어,0.0,0.0,1.8571428571428572
MIDDLE,볼리베어,5.0,0.0,2.0
MIDDLE,볼리베어,10.0,1.0,2.0
MIDDLE,볼리베어,15.0,1.6666666666666667,2.2
MIDDLE,볼리베어,20.0,2.0,2.0
MIDDLE,볼리베어,25.0,1.5,3.0
MIDDLE,볼리베어,30.0,2.0,2.0
MIDDLE,볼리베어,35.0,1.0,1.0
MIDDLE,브라이어,0.0,1.0,1.3636363636363635
